LeftUpLeg.X,LeftUpLeg.Y,LeftUpLeg.Z,LeftUpLeg.W,RightUpLeg.X,RightUpLeg.Y,RightUpLeg.Z,RightUpLeg.W,LeftLeg.X,LeftLeg.Y,LeftLeg.Z,LeftLeg.W,RightLeg.X,RightLeg.Y,RightLeg.Z,RightLeg.W,LeftFoot.X,LeftFoot.Y,LeftFoot.Z,LeftFoot.W,RightFoot.X,RightFoot.Y,RightFoot.Z,RightFoot.W,LeftArm.X,LeftArm.Y,LeftArm.Z,LeftArm.W,RightArm.X,RightArm.Y,RightArm.Z,RightArm.W,LeftForeArm.X,LeftForeArm.Y,LeftForeArm.Z,LeftForeArm.W,RightForeArm.X,RightForeArm.Y,RightForeArm.Z,RightForeArm.W,LeftHand.X,LeftHand.Y,LeftHand.Z,LeftHand.W,RightHand.X,RightHand.Y,RightHand.Z,RightHand.W,Time
0.008897321204341058,0.2377743918049266,-0.009735035902250269,0.971230871293312,-0.3494137147500419,-0.07928672577162638,0.07350375280955102,0.9307098739048081,0.26415610573600573,-0.049598253002577225,0.08236444824542107,0.9596758112856175,0.7215563258090266,0.25782458315440976,0.049985134491460415,0.6406125500925682,-0.0603545115229626,-0.004950813901143015,-0.0741048060479728,0.9954101165354576,0.0872505975597318,0.006366336006188331,-0.04111883694492245,0.9953170571429101,0.22204904362434785,0.6257861539507037,0.16577957180145342,0.7291111337254599,0.33692821794974187,-0.566554578995064,-0.3270653098668411,0.6771436834606406,-2.771560533298967e-07,-0.6870063832320373,0.47872725239167074,0.5466648399301713,6.955972187139281e-09,0.5076837044653302,0.284101803205437,0.8133531961182535,-0.1696109560991915,0.0,0.0,0.9855110976397568,0.04410935283179472,0.0,0.0,0.9990267088485474,0.1333328
0.027453246004655974,0.23271949971450284,0.0011463588263361914,0.9721556663404686,-0.36140723200954017,-0.0781652245799947,0.08149115402040344,0.9255453539043801,0.2480847703622096,-0.043883191088874965,0.07891510730430576,0.964520926726495,0.7061972095345831,0.2545852362788165,0.03540019594569484,0.6597110616333741,-0.02664654316710851,-0.0009343317610034643,-0.07124886684775349,0.9971021450856048,0.061534156238192354,0.003313820221719517,-0.03175621415173119,0.9975941605053336,0.21959336331115586,0.624842545498631,0.1606239969905366,0.7318131453556093,0.3397206870338657,-0.5618317203194253,-0.32963764206536145,0.67843496208387,7.572797761090655e-08,-0.6834567941315454,0.489552250319363,0.5415029129770889,-4.260405780387444e-07,0.510868545450982,0.2821239174810014,0.8120464423010483,-0.17796930753807985,0.0,0.0,0.9840360387579392,0.039221448089476064,0.0,0.0,0.9992305429728239,0.14166610000000002
0.04526648646113657,0.2260592161746745,0.013242676782954467,0.9729711236709844,-0.3720935774375072,-0.07618736341444415,0.0931753525495334,0.9203587392766929,0.23057396117639287,-0.03802409966700144,0.07481361638351083,0.9694290789302549,0.6886502041129132,0.24986760343977424,0.019765471938584453,0.6803942998332304,0.008299210140726564,0.0019466438240809286,-0.06362548615356402,0.9979374385203638,0.07238386691291859,0.004732353851065717,-0.039536008351534965,0.996581699953089,0.21731772451067835,0.6244019413771011,0.15782974399362787,0.7334746036018659,0.34879766985941296,-0.5501575801336387,-0.33780379517380665,0.6793787003493086,4.566976481990004e-07,-0.6795369883318655,0.5011021513024989,0.5358415021707976,-1.0424369581429893e-07,0.5169591838858828,0.27820753873975046,0.8095392316524268,-0.1867057909539212,0.0,0.0,0.9824158730518714,0.034314289494852546,0.0,0.0,0.9994110913615395,0.1499994
0.06439462733460506,0.22138968673235224,0.025624592913360753,0.9727195478744183,-0.38029982380638433,-0.07139153709025958,0.10281383535895598,0.9163539751119675,0.21167096360745272,-0.03214136075113923,0.07001710142727977,0.9742997185683058,0.6690897387196154,0.2435018901826838,0.0036212302834984916,0.7021485866316408,0.04610011794581521,0.003194093717868103,-0.05238286715971801,0.9975573227232762,0.07014742280456332,0.004621844653926258,-0.0412106159754518,0.9966743012422847,0.21545066759804937,0.6226374113348848,0.15310728363586362,0.7365200768040173,0.3538322463379091,-0.543797544842413,-0.34299762177497367,0.6792934587728229,-1.2442919533617314e-07,-0.6756081864837598,0.5122978304799999,0.5301929000294092,-4.963292891679849e-07,0.5261199326480139,0.27197305155414364,0.8057471537017863,-0.1977890775824165,0.0,0.0,0.9802446025299486,0.03050623966244215,0.0,0.0,0.9995345763612471,0.15833270000000002
0.08465356647457914,0.21727478808351852,0.036967163883129414,0.9717298333080208,-0.3852645084981797,-0.06692072224380552,0.11033041228584081,0.9137396103654803,0.19095953186783154,-0.026235216071358328,0.06436184332382569,0.9791341704539104,0.6469867215207434,0.23512465704357785,-0.013006350777445344,0.7252278350045825,0.08734085459695864,0.0014366623730634515,-0.03291297386862773,0.9956335908709699,0.06107065429863,0.0036574895956764187,-0.0389406862443522,0.9973668436980515,0.22855816494258696,0.6137028555570619,0.15913553566711316,0.738786742982795,0.35633037643508136,-0.5477894485805301,-0.3499834398673734,0.6711683653689829,-1.0727088406436991e-07,-0.6712816088782889,0.524232776678481,0.5239856843824404,5.038016377412191e-07,0.535862541989433,0.2648765552852358,0.8016805763847573,-0.20937793248928016,0.0,0.0,0.9778347924810789,0.02859506676316803,0.0,0.0,0.9995910774695871,0.166666
0.10545571458866505,0.21238648296327703,0.046123531807594015,0.9703832716657257,-0.3884109344824602,-0.06410166417710422,0.1180406556657246,0.9116437496271191,0.16821211722554602,-0.020413493899756444,0.057721187684957015,0.9838476698033806,0.6226421747864154,0.22471142045499298,-0.02937355494407344,0.7489717577881623,0.1270379214882595,-0.0048337432280650865,-0.0027463479299989955,0.9918822808193496,0.04935450777548325,0.002543064473583518,-0.03542933477861119,0.9981495016391423,0.2294583651676786,0.6135674633006087,0.1617827700153442,0.7380448238146479,0.3633378893882178,-0.5348814911943003,-0.35660233020749743,0.674330888068506,-5.950034881463395e-08,-0.6674714323563947,0.5344340309571997,0.518519193032368,-4.581786686996825e-07,0.53879605605818,0.26264181174641776,0.8004486796156889,-0.21709984810498734,0.0,0.0,0.976149402475252,0.025620375035810918,0.0,0.0,0.999671744315615,0.1749993
0.12746790733367686,0.20636421951696948,0.05331069936370325,0.9686711056062722,-0.39016834499333836,-0.06325117654636322,0.1270919911868969,0.909733794583234,0.14339624474603882,-0.014872795777058658,0.05002854010414257,0.9882881473100628,0.5960648948072562,0.21223757458955284,-0.04497106451263702,0.7730714433138499,0.16356495964546522,-0.0153795151739658,0.033993826457084826,0.9858267567133674,0.042851979185277736,0.002066536060812625,-0.03550372074960215,0.9984482576085494,0.23637793289389805,0.6088724115149893,0.16595237976491659,0.7388231635425965,0.36699380870180265,-0.5311799091645585,-0.3620363907135814,0.6723786881464634,6.022188470122813e-08,-0.6649389627295624,0.5410670644088038,0.5148811587698363,1.7456823991901516e-07,0.5422397997682017,0.2599605132256343,0.7989972034436509,-0.22432859014324583,0.0,0.0,0.9745135625758852,0.023015369789447758,0.0,0.0,0.9997351112937142,0.1833326
0.15080990170881028,0.20349962389844095,0.0646189260470923,0.965229853981057,-0.3904530360182955,-0.05848983812463432,0.13573518604191737,0.9086810907961143,0.11562165842550748,-0.009691051702367424,0.040951954114844036,0.9924014576138092,0.5676856035938106,0.19798812776593966,-0.059100908606170025,0.7968944969931678,0.1991039515306154,-0.030008422859731553,0.07392363915667886,0.9767253486094232,0.03780846001449209,0.0017460325248425494,-0.03688398577361487,0.9986025452176688,0.2436001816945889,0.6030634736863508,0.1688172301802413,0.7405904002739886,0.36889610341402196,-0.5308952015168935,-0.3662110286640688,0.6692947275879982,-1.6427839816257617e-07,-0.6621659875839886,0.5482058005051744,0.5108880554283638,-8.364479173184058e-08,0.5484934584761155,0.25492476783299367,0.7963468394827705,-0.22926239911349144,0.0,0.0,0.9733646553849827,0.020376181424543314,0.0,0.0,0.9997923840630885,0.1916659
0.17552039446852866,0.20117570146492267,0.07678918003842589,0.9606374706905486,-0.3880327378250077,-0.053347169761500834,0.14320735696201364,0.9088874114907858,0.08513381929926277,-0.005264559057731473,0.03053569316691101,0.9958875883714309,0.5362669908811731,0.18148307806094227,-0.07184057776979863,0.8211702248952278,0.24657676842076376,-0.05233012800099965,0.1130357752402305,0.9610849954579523,0.031618122047345,0.0012855905987056119,-0.03443301183556668,0.9989059061347788,0.24931319444969058,0.59907932870218,0.17217559220909578,0.7411494143844974,0.3712850210692582,-0.527596623855428,-0.37013001279814417,0.668425769440407,-1.9736150239091366e-07,-0.6592533599948941,0.5555712561904612,0.5066809515171815,9.408775067387687e-08,0.5547505956297043,0.2496661467204592,0.7936741093359653,-0.22998094665250113,0.0,0.0,0.9731951316035338,0.018744610971656677,0.0,0.0,0.9998243043452791,0.19999920000000002
0.20293253586211155,0.19822673741204583,0.08898173605809631,0.9547810205024166,-0.3834314670771067,-0.048662418442096726,0.1492465701069587,0.9101306172180852,0.050499402099116165,-0.0018546259149687418,0.018285984110733487,0.998554952686856,0.5019760723779987,0.16303493373914918,-0.08246399062555976,0.8453634268116508,0.2801157354496198,-0.07086307512814707,0.13600121739250307,0.9476377304670061,0.028306743828256237,0.0010202655758721046,-0.030216446100219865,0.9991419587311248,0.25503547987616687,0.594698600851561,0.17499072047038877,0.7420705666570958,0.3720880654451677,-0.5271029066221223,-0.37265268631115134,0.6669654959357832,-1.6956853846061826e-07,-0.6576944619112197,0.5594610058581644,0.5044218251577278,4.744913923437899e-07,0.5630817660283577,0.24230995977701325,0.7900789885568549,-0.22847830933429972,0.0,0.0,0.9735490034732407,0.01842352585123577,0.0,0.0,0.9998302724438828,0.20833249999999998
